job_posting_id,small_pred_rank,pred_small_category,pred_small_score,rank,score,job_role_name,job_role_id,large_category,mid_category,small_category
337981,1,인공지능,0.5915955305099487,3,0.5222525596618652,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
338042,1,인공지능,0.6422930955886841,1,0.6223694682121277,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
338042,1,인공지능,0.6422930955886841,2,0.5823322534561157,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
338042,1,인공지능,0.6422930955886841,3,0.5689507722854614,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
338044,1,인공지능,0.73599773645401,1,0.7064993381500244,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
338044,1,인공지능,0.73599773645401,2,0.6969223022460938,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
338044,1,인공지능,0.73599773645401,3,0.6750783920288086,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
338308,1,인공지능,0.7503317594528198,1,0.7817453145980835,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
338308,1,인공지능,0.7503317594528198,2,0.7077502012252808,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
338308,1,인공지능,0.7503317594528198,3,0.7037831544876099,인공지능모델링,20010703,정보통신,정보기술,인공지능
338500,1,인공지능,0.6873573064804077,1,0.6690073609352112,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
338500,1,인공지능,0.6873573064804077,2,0.6250649094581604,인공지능모델링,20010703,정보통신,정보기술,인공지능
338500,1,인공지능,0.6873573064804077,3,0.5971461534500122,인공지능서비스운영관리,20010704,정보통신,정보기술,인공지능
339129,1,인공지능,0.7293985486030579,1,0.6448490023612976,인공지능서비스구현,20010705,정보통신,정보기술,인공지능
339129,1,인공지능,0.7293985486030579,2,0.6448369026184082,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
339129,1,인공지능,0.7293985486030579,3,0.6424869298934937,인공지능서비스기획,20010702,정보통신,정보기술,인공지능
339441,1,인공지능,0.49033045768737793,1,0.47614508867263794,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
339441,1,인공지능,0.49033045768737793,2,0.4514818787574768,인공지능모델링,20010703,정보통신,정보기술,인공지능
339441,1,인공지능,0.49033045768737793,3,0.426408976316452,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
340061,1,인공지능,0.722260594367981,1,0.7011723518371582,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
340061,1,인공지능,0.722260594367981,2,0.674572229385376,인공지능모델링,20010703,정보통신,정보기술,인공지능
340061,1,인공지능,0.722260594367981,3,0.6574440002441406,인공지능서비스기획,20010702,정보통신,정보기술,인공지능
340291,1,인공지능,0.6856697201728821,1,0.733881950378418,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
340291,1,인공지능,0.6856697201728821,2,0.6755127906799316,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
340291,1,인공지능,0.6856697201728821,3,0.6645493507385254,인공지능모델링,20010703,정보통신,정보기술,인공지능
340342,1,인공지능,0.4223633408546448,1,0.4580909013748169,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
340342,1,인공지능,0.4223633408546448,2,0.3835322856903076,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
340342,1,인공지능,0.4223633408546448,3,0.3318213224411011,인공지능모델링,20010703,정보통신,정보기술,인공지능
340343,1,인공지능,0.5706909894943237,1,0.5767534375190735,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
340343,1,인공지능,0.5706909894943237,2,0.558281660079956,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
340343,1,인공지능,0.5706909894943237,3,0.49743029475212097,인공지능모델링,20010703,정보통신,정보기술,인공지능
340631,1,인공지능,0.6065752506256104,1,0.5899194478988647,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
340631,1,인공지능,0.6065752506256104,2,0.5607606172561646,인공지능모델링,20010703,정보통신,정보기술,인공지능
340631,1,인공지능,0.6065752506256104,3,0.5570168495178223,인공지능서비스운영관리,20010704,정보통신,정보기술,인공지능
340936,1,인공지능,0.770582377910614,1,0.7469056844711304,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
340936,1,인공지능,0.770582377910614,2,0.7122675180435181,인공지능서비스구현,20010705,정보통신,정보기술,인공지능
340936,1,인공지능,0.770582377910614,3,0.6966559886932373,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
K131212601230044,1,인공지능,0.7061996459960938,1,0.6772468686103821,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
K131212601230044,1,인공지능,0.7061996459960938,2,0.6461162567138672,인공지능모델링,20010703,정보통신,정보기술,인공지능
K131212601230044,1,인공지능,0.7061996459960938,3,0.633298397064209,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
K162212601190005,1,인공지능,0.6158857345581055,1,0.6104305386543274,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
K162212601190005,1,인공지능,0.6158857345581055,2,0.6055001020431519,인공지능모델링,20010703,정보통신,정보기술,인공지능
K162212601190005,1,인공지능,0.6158857345581055,3,0.5847427248954773,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
00171097,1,인공지능,0.6956391334533691,1,0.6488732099533081,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
00171097,1,인공지능,0.6956391334533691,2,0.6411166191101074,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
00171097,1,인공지능,0.6956391334533691,3,0.6306297779083252,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
151639,1,인공지능,0.6252472400665283,1,0.5722971558570862,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
151639,1,인공지능,0.6252472400665283,2,0.5472081899642944,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
151639,1,인공지능,0.6252472400665283,3,0.543192982673645,인공지능모델링,20010703,정보통신,정보기술,인공지능
151961,1,인공지능,0.7541168928146362,1,0.724763810634613,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
151961,1,인공지능,0.7541168928146362,2,0.7148749232292175,인공지능서비스구현,20010705,정보통신,정보기술,인공지능
151961,1,인공지능,0.7541168928146362,3,0.7138826251029968,인공지능모델링,20010703,정보통신,정보기술,인공지능
2000001249694,1,인공지능,0.6312623023986816,1,0.6020822525024414,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
2000001249694,1,인공지능,0.6312623023986816,2,0.5711365938186646,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
2000001249694,1,인공지능,0.6312623023986816,3,0.5707586407661438,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
216010,1,인공지능,0.7420012950897217,1,0.7077333927154541,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
216010,1,인공지능,0.7420012950897217,2,0.698849081993103,인공지능모델링,20010703,정보통신,정보기술,인공지능
216010,1,인공지능,0.7420012950897217,3,0.6833885908126831,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
226037,1,인공지능,0.39841771125793457,1,0.3658488988876343,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
226037,1,인공지능,0.39841771125793457,2,0.33973556756973267,인공지능모델링,20010703,정보통신,정보기술,인공지능
226037,1,인공지능,0.39841771125793457,3,0.3155044913291931,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
254599,1,인공지능,0.7126209735870361,1,0.7156511545181274,인공지능학습데이터구축,20010706,정보통신,정보기술,인공지능
254599,1,인공지능,0.7126209735870361,2,0.689853310585022,인공지능플랫폼구축,20010701,정보통신,정보기술,인공지능
254599,1,인공지능,0.7126209735870361,3,0.6571826934814453,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
259098,1,인공지능,0.7066810131072998,1,0.6749858856201172,생성형AI엔지니어링,20010707,정보통신,정보기술,인공지능
259098,1,인공지능,0.7066810131072998,2,0.6429252028465271,인공지능모델링,20010703,정보통신,정보기술,인공지능
